2017-2-20,5:51 AM,  45.0 °F,  -,  30.9 °F,58%,  30.11 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-20,6:51 AM,  44.1 °F,  -,  30.9 °F,60%,  30.14 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-20,7:51 AM,  44.1 °F,  42.5 °F,  30.9 °F,60%,  30.15 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-2-20,8:51 AM,  45.0 °F,  39.3 °F,  30.0 °F,56%,  30.17 in,  10.0 mi,WNW,  11.5 mph,  -,N/A,	 ,Clear
2017-2-20,9:51 AM,  46.9 °F,  -,  30.0 °F,52%,  30.19 in,  10.0 mi,NW,  9.2 mph,  -,N/A,	 ,Clear
2017-2-20,10:51 AM,  50.0 °F,  -,  26.1 °F,39%,  30.20 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-2-20,11:51 AM,  51.1 °F,  -,  25.0 °F,36%,  30.19 in,  10.0 mi,West,  9.2 mph,  -,N/A,	 ,Clear
2017-2-20,12:51 PM,  52.0 °F,  -,  21.9 °F,31%,  30.18 in,  10.0 mi,West,  8.1 mph,  -,N/A,	 ,Clear
2017-2-20,1:51 PM,  54.0 °F,  -,  16.0 °F,22%,  30.17 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-2-20,2:51 PM,  54.0 °F,  -,  12.9 °F,20%,  30.17 in,  10.0 mi,Variable,  3.5 mph,  17.3 mph,N/A,	 ,Clear
2017-2-20,3:51 PM,  53.1 °F,  -,  10.0 °F,18%,  30.19 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-2-20,4:51 PM,  52.0 °F,  -,  10.0 °F,19%,  30.21 in,  10.0 mi,NNW,  9.2 mph,  -,N/A,	 ,Clear
2017-2-20,5:51 PM,  48.9 °F,  -,  10.9 °F,22%,  30.26 in,  10.0 mi,NE,  15.0 mph,  23.0 mph,N/A,	 ,Clear
2017-2-20,6:51 PM,  46.0 °F,  39.9 °F,  12.0 °F,25%,  30.30 in,  10.0 mi,NE,  13.8 mph,  19.6 mph,N/A,	 ,Clear
2017-2-20,7:51 PM,  45.0 °F,  40.1 °F,  10.0 °F,24%,  30.31 in,  10.0 mi,NE,  9.2 mph,  -,N/A,	 ,Clear
2017-2-20,8:51 PM,  43.0 °F,  36.8 °F,  12.0 °F,28%,  30.33 in,  10.0 mi,NE,  11.5 mph,  19.6 mph,N/A,	 ,Clear
2017-2-20,9:51 PM,  42.1 °F,  36.6 °F,  15.1 °F,34%,  30.33 in,  10.0 mi,NNE,  9.2 mph,  17.3 mph,N/A,	 ,Clear
2017-2-20,10:51 PM,  41.0 °F,  35.2 °F,  15.1 °F,35%,  30.35 in,  10.0 mi,NE,  9.2 mph,  -,N/A,	 ,Clear
2017-2-20,11:51 PM,  39.0 °F,  35.7 °F,  10.9 °F,32%,  30.36 in,  10.0 mi,Variable,  4.6 mph,  16.1 mph,N/A,	 ,Clear
2017-2-21,12:51 AM,  39.0 °F,  34.0 °F,  9.0 °F,29%,  30.36 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Clear
2017-2-21,1:51 AM,  37.9 °F,  32.1 °F,  9.0 °F,30%,  30.37 in,  10.0 mi,NE,  8.1 mph,  -,N/A,	 ,Clear
2017-2-21,2:51 AM,  37.0 °F,  32.4 °F,  9.0 °F,31%,  30.36 in,  10.0 mi,ENE,  5.8 mph,  -,N/A,	 ,Clear
2017-2-21,3:51 AM,  37.0 °F,  29.8 °F,  8.1 °F,30%,  30.36 in,  10.0 mi,ENE,  10.4 mph,  -,N/A,	 ,Clear
2017-2-21,4:51 AM,  36.0 °F,  29.0 °F,  10.9 °F,36%,  30.38 in,  10.0 mi,ENE,  9.2 mph,  -,N/A,	 ,Clear
2017-2-21,5:51 AM,  35.1 °F,  30.1 °F,  14.0 °F,42%,  30.38 in,  10.0 mi,ENE,  5.8 mph,  -,N/A,	 ,Clear
2017-2-21,6:51 AM,  35.1 °F,  31.0 °F,  17.1 °F,48%,  30.36 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-2-21,7:51 AM,  36.0 °F,  33.3 °F,  19.0 °F,50%,  30.39 in,  10.0 mi,ENE,  3.5 mph,  -,N/A,	 ,Clear
2017-2-21,8:51 AM,  39.0 °F,  34.8 °F,  19.0 °F,45%,  30.38 in,  10.0 mi,ENE,  5.8 mph,  -,N/A,	 ,Clear
2017-2-21,9:51 AM,  39.9 °F,  -,  19.9 °F,45%,  30.37 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-21,10:51 AM,  45.0 °F,  -,  21.9 °F,40%,  30.36 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-2-21,11:51 AM,  45.0 °F,  41.8 °F,  25.0 °F,46%,  30.34 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-2-21,12:51 PM,  46.0 °F,  44.8 °F,  27.0 °F,47%,  30.30 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-2-21,1:51 PM,  46.0 °F,  44.8 °F,  26.1 °F,46%,  30.26 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-2-21,2:51 PM,  44.1 °F,  40.1 °F,  30.0 °F,58%,  30.24 in,  10.0 mi,Variable,  6.9 mph,  17.3 mph,N/A,	 ,Clear
2017-2-21,3:51 PM,  44.1 °F,  -,  30.0 °F,58%,  30.23 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-2-21,4:51 PM,  43.0 °F,  -,  30.9 °F,62%,  30.21 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-2-21,5:51 PM,  42.1 °F,  40.2 °F,  30.9 °F,65%,  30.21 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-2-21,6:51 PM,  42.1 °F,  37.7 °F,  32.0 °F,67%,  30.20 in,  10.0 mi,South,  6.9 mph,  -,N/A,	 ,Clear
2017-2-21,7:51 PM,  42.1 °F,  38.4 °F,  32.0 °F,67%,  30.20 in,  10.0 mi,South,  5.8 mph,  -,N/A,	 ,Clear
2017-2-21,8:51 PM,  43.0 °F,  40.3 °F,  32.0 °F,65%,  30.19 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-2-21,9:51 PM,  43.0 °F,  -,  32.0 °F,65%,  30.17 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-2-21,10:51 PM,  43.0 °F,  -,  32.0 °F,65%,  30.14 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-2-21,11:51 PM,  43.0 °F,  38.2 °F,  32.0 °F,65%,  30.12 in,  10.0 mi,WSW,  8.1 mph,  21.9 mph,N/A,	 ,Clear
2017-2-22,12:51 AM,  43.0 °F,  38.8 °F,  33.1 °F,68%,  30.09 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Clear
2017-2-22,1:51 AM,  44.1 °F,  40.8 °F,  34.0 °F,68%,  30.07 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-2-22,2:51 AM,  43.0 °F,  39.5 °F,  34.0 °F,71%,  30.07 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-2-22,3:51 AM,  43.0 °F,  40.3 °F,  34.0 °F,71%,  30.07 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-2-22,4:51 AM,  43.0 °F,  41.3 °F,  34.0 °F,71%,  30.06 in,  10.0 mi,WSW,  3.5 mph,  -,N/A,	 ,Partly Cloudy
2017-2-22,5:51 AM,  44.1 °F,  42.5 °F,  34.0 °F,68%,  30.05 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Partly Cloudy
2017-2-22,6:51 AM,  44.1 °F,  42.5 °F,  35.1 °F,71%,  30.05 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-22,7:51 AM,  45.0 °F,  -,  35.1 °F,68%,  30.05 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-2-22,8:51 AM,  45.0 °F,  43.5 °F,  36.0 °F,71%,  30.04 in,  10.0 mi,SW,  3.5 mph,  -,N/A,	 ,Clear
2017-2-22,9:51 AM,  46.0 °F,  42.5 °F,  36.0 °F,68%,  30.03 in,  10.0 mi,WSW,  6.9 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-22,10:51 AM,  48.0 °F,  -,  36.0 °F,63%,  30.01 in,  10.0 mi,West,  3.5 mph,  -,N/A,	 ,Clear
2017-2-22,11:51 AM,  48.9 °F,  -,  37.0 °F,64%,  29.99 in,  9.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-2-22,12:51 PM,  51.1 °F,  -,  37.0 °F,59%,  29.96 in,  9.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-2-22,1:51 PM,  55.0 °F,  -,  37.0 °F,51%,  29.92 in,  9.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-22,2:51 PM,  55.9 °F,  -,  37.9 °F,51%,  29.91 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-22,3:51 PM,  57.0 °F,  -,  37.9 °F,49%,  29.91 in,  10.0 mi,West,  5.8 mph,  -,N/A,	 ,Clear
2017-2-22,4:51 PM,  57.0 °F,  -,  39.0 °F,51%,  29.91 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-2-22,5:51 PM,  53.1 °F,  -,  39.9 °F,61%,  29.91 in,  10.0 mi,South,  4.6 mph,  -,N/A,	 ,Overcast
2017-2-22,6:51 PM,  53.1 °F,  -,  42.1 °F,66%,  29.91 in,  10.0 mi,South,  4.6 mph,  -,N/A,	 ,Overcast
2017-2-22,7:51 PM,  52.0 °F,  -,  42.1 °F,69%,  29.91 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
2017-2-22,8:51 PM,  50.0 °F,  -,  41.0 °F,71%,  29.91 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-22,9:51 PM,  50.0 °F,  -,  41.0 °F,71%,  29.91 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-22,10:51 PM,  51.1 °F,  -,  42.1 °F,71%,  29.88 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-22,11:51 PM,  52.0 °F,  -,  42.1 °F,69%,  29.88 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-23,12:51 AM,  52.0 °F,  -,  42.1 °F,69%,  29.88 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-2-23,1:51 AM,  50.0 °F,  -,  42.1 °F,74%,  29.88 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-23,2:51 AM,  48.9 °F,  -,  41.0 °F,74%,  29.88 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-23,3:51 AM,  46.9 °F,  -,  41.0 °F,80%,  29.88 in,  10.0 mi,NNE,  3.5 mph,  -,N/A,	 ,Clear
2017-2-23,4:51 AM,  46.0 °F,  44.8 °F,  41.0 °F,83%,  29.87 in,  9.0 mi,NE,  3.5 mph,  -,N/A,	 ,Clear
2017-2-23,5:51 AM,  45.0 °F,  43.5 °F,  39.9 °F,82%,  29.88 in,  8.0 mi,NE,  3.5 mph,  -,N/A,	 ,Clear
2017-2-23,6:51 AM,  44.1 °F,  -,  39.9 °F,85%,  29.89 in,  7.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-23,7:51 AM,  48.0 °F,  -,  42.1 °F,80%,  29.90 in,  7.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-23,8:17 AM,  48.0 °F,  -,  45.0 °F,89%,  29.93 in,  3.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-23,8:43 AM,  48.9 °F,  -,  45.0 °F,86%,  29.93 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-2-23,8:51 AM,  48.9 °F,  -,  45.0 °F,86%,  29.91 in,  3.0 mi,WSW,  5.8 mph,  -,N/A,	 ,Overcast
2017-2-23,9:51 AM,  52.0 °F,  -,  46.9 °F,83%,  29.90 in,  7.0 mi,West,  4.6 mph,  -,N/A,	 ,Overcast
2017-2-23,10:51 AM,  54.0 °F,  -,  48.9 °F,83%,  29.88 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-2-23,11:51 AM,  53.1 °F,  -,  48.0 °F,83%,  29.88 in,  6.0 mi,WSW,  9.2 mph,  -,N/A,	 ,Haze
2017-2-23,12:51 PM,  57.0 °F,  -,  48.9 °F,74%,  29.84 in,  6.0 mi,West,  9.2 mph,  -,N/A,	 ,Haze
2017-2-23,1:51 PM,  60.1 °F,  -,  50.0 °F,69%,  29.82 in,  6.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Haze
2017-2-23,2:51 PM,  64.0 °F,  -,  51.1 °F,63%,  29.80 in,  8.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-2-23,3:51 PM,  64.9 °F,  -,  51.1 °F,61%,  29.80 in,  8.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-2-23,4:51 PM,  61.0 °F,  -,  51.1 °F,70%,  29.82 in,  8.0 mi,South,  6.9 mph,  -,N/A,	 ,Clear
2017-2-23,5:51 PM,  61.0 °F,  -,  51.1 °F,70%,  29.84 in,  10.0 mi,South,  4.6 mph,  -,N/A,	 ,Clear
2017-2-23,6:51 PM,  59.0 °F,  -,  50.0 °F,72%,  29.86 in,  10.0 mi,NNE,  3.5 mph,  -,N/A,	 ,Clear
2017-2-23,7:51 PM,  57.9 °F,  -,  48.9 °F,72%,  29.86 in,  9.0 mi,ENE,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-23,8:51 PM,  55.9 °F,  -,  48.9 °F,77%,  29.88 in,  9.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-23,9:51 PM,  63.0 °F,  -,  52.0 °F,67%,  29.88 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Partly Cloudy
2017-2-23,10:51 PM,  64.0 °F,  -,  52.0 °F,65%,  29.88 in,  10.0 mi,SW,  4.6 mph,  -,N/A,	 ,Clear
2017-2-23,11:51 PM,  63.0 °F,  -,  51.1 °F,65%,  29.90 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Scattered Clouds
2017-2-24,12:51 AM,  62.1 °F,  50.0 °F,65%,  29.90 in,  10.0 mi,WSW,  9.2 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-24,1:51 AM,  60.1 °F,  51.1 °F,72%,  29.91 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Partly Cloudy
2017-2-24,2:51 AM,  60.1 °F,  51.1 °F,72%,  29.91 in,  10.0 mi,SW,  4.6 mph,  -,N/A,	 ,Clear
2017-2-24,3:51 AM,  59.0 °F,  51.1 °F,75%,  29.91 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-2-24,4:51 AM,  59.0 °F,  52.0 °F,78%,  29.92 in,  10.0 mi,WSW,  8.1 mph,  -,N/A,	 ,Clear
2017-2-24,5:51 AM,  57.9 °F,  52.0 °F,81%,  29.92 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Clear
2017-2-24,6:51 AM,  59.0 °F,  52.0 °F,78%,  29.92 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-24,7:51 AM,  60.1 °F,  52.0 °F,75%,  29.94 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-2-24,8:51 AM,  61.0 °F,  52.0 °F,72%,  29.95 in,  10.0 mi,WSW,  11.5 mph,  20.7 mph,N/A,	 ,Clear
2017-2-24,9:51 AM,  63.0 °F,  53.1 °F,70%,  29.95 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-2-24,10:51 AM,  66.9 °F,  54.0 °F,63%,  29.94 in,  10.0 mi,South,  3.5 mph,  -,N/A,	 ,Clear
2017-2-24,11:51 AM,  69.1 °F,  52.0 °F,54%,  29.92 in,  10.0 mi,SSE,  6.9 mph,  -,N/A,	 ,Clear
2017-2-24,12:51 PM,  69.1 °F,  52.0 °F,54%,  29.89 in,  10.0 mi,South,  9.2 mph,  -,N/A,	 ,Clear
2017-2-24,1:51 PM,  68.0 °F,  52.0 °F,56%,  29.87 in,  10.0 mi,SSE,  9.2 mph,  17.3 mph,N/A,	 ,Clear
2017-2-24,2:51 PM,  68.0 °F,  52.0 °F,56%,  29.86 in,  10.0 mi,South,  4.6 mph,  -,N/A,	 ,Clear
2017-2-24,3:51 PM,  66.0 °F,  52.0 °F,60%,  29.86 in,  10.0 mi,South,  9.2 mph,  -,N/A,	 ,Clear
2017-2-24,4:51 PM,  64.9 °F,  52.0 °F,63%,  29.86 in,  10.0 mi,South,  8.1 mph,  -,N/A,	 ,Clear
2017-2-24,5:51 PM,  64.0 °F,  52.0 °F,65%,  29.86 in,  10.0 mi,South,  10.4 mph,  17.3 mph,N/A,	 ,Clear
2017-2-24,6:51 PM,  63.0 °F,  52.0 °F,67%,  29.86 in,  10.0 mi,South,  5.8 mph,  -,N/A,	 ,Clear
2017-2-24,7:51 PM,  62.1 °F,  54.0 °F,75%,  29.86 in,  10.0 mi,South,  5.8 mph,  -,N/A,	 ,Clear
2017-2-24,8:51 PM,  60.1 °F,  54.0 °F,80%,  29.86 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-2-24,9:51 PM,  61.0 °F,  55.9 °F,83%,  29.86 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-2-24,10:51 PM,  61.0 °F,  55.9 °F,83%,  29.86 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-24,11:51 PM,  60.1 °F,  55.9 °F,86%,  29.85 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-2-25,12:07 AM,  60.1 °F,  -,  55.9 °F,86%,  29.87 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-25,12:18 AM,  60.1 °F,  -,  55.0 °F,83%,  29.87 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-25,12:51 AM,  60.1 °F,  -,  55.0 °F,83%,  29.84 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-2-25,1:51 AM,  57.0 °F,  -,  53.1 °F,87%,  29.83 in,  10.0 mi,South,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-25,2:51 AM,  55.9 °F,  -,  53.1 °F,90%,  29.82 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-2-25,3:51 AM,  55.0 °F,  -,  52.0 °F,89%,  29.81 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
2017-2-25,4:51 AM,  53.1 °F,  -,  51.1 °F,93%,  29.79 in,  8.0 mi,SSE,  4.6 mph,  -,N/A,	 ,Clear
2017-2-25,5:14 AM,  52.0 °F,  -,  51.1 °F,97%,  29.81 in,  6.0 mi,South,  3.5 mph,  -,N/A,	 ,Partly Cloudy
2017-2-25,5:51 AM,  53.1 °F,  -,  51.1 °F,93%,  29.78 in,  6.0 mi,SSE,  4.6 mph,  -,N/A,	 ,Partly Cloudy
2017-2-25,6:34 AM,  51.1 °F,  -,  50.0 °F,96%,  29.80 in,  4.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
2017-2-25,6:49 AM,  50.0 °F,  -,  50.0 °F,100%,  29.80 in,  2.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-2-25,6:51 AM,  50.0 °F,  -,  50.0 °F,100%,  29.78 in,  2.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-2-25,7:23 AM,  50.0 °F,  -,  48.9 °F,96%,  29.80 in,  1.2 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-2-25,7:40 AM,  50.0 °F,  -,  50.0 °F,100%,  29.80 in,  2.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-2-25,7:49 AM,  50.0 °F,  -,  50.0 °F,100%,  29.79 in,  1.2 mi,SSE,  4.6 mph,  -,N/A,	 ,Overcast
2017-2-25,7:51 AM,  50.0 °F,  -,  50.0 °F,100%,  29.76 in,  1.2 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-2-25,7:58 AM,  51.1 °F,  -,  50.0 °F,96%,  29.79 in,  3.0 mi,SSE,  4.6 mph,  -,N/A,	 ,Overcast
2017-2-25,8:38 AM,  54.0 °F,  -,  52.0 °F,93%,  29.78 in,  8.0 mi,South,  8.1 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-25,8:51 AM,  54.0 °F,  -,  51.1 °F,90%,  29.75 in,  10.0 mi,South,  6.9 mph,  -,N/A,	 ,Partly Cloudy
2017-2-25,9:51 AM,  55.9 °F,  -,  52.0 °F,87%,  29.73 in,  10.0 mi,SSE,  8.1 mph,  -,N/A,	 ,Scattered Clouds
2017-2-25,10:05 AM,  55.0 °F,  -,  52.0 °F,89%,  29.75 in,  9.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-25,10:51 AM,  57.9 °F,  -,  52.0 °F,81%,  29.71 in,  10.0 mi,South,  6.9 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-25,10:59 AM,  57.0 °F,  -,  53.1 °F,87%,  29.72 in,  10.0 mi,South,  10.4 mph,  17.3 mph,N/A,	 ,Scattered Clouds
2017-2-25,11:51 AM,  57.0 °F,  -,  53.1 °F,87%,  29.68 in,  9.0 mi,South,  9.2 mph,  -,N/A,	 ,Mostly Cloudy
2017-2-25,12:22 PM,  59.0 °F,  -,  53.1 °F,81%,  29.68 in,  10.0 mi,SSE,  10.4 mph,  17.3 mph,N/A,	 ,Scattered Clouds
2017-2-25,12:51 PM,  59.0 °F,  -,  53.1 °F,81%,  29.64 in,  10.0 mi,SSE,  12.7 mph,  18.4 mph,N/A,	 ,Partly Cloudy
2017-2-25,1:20 PM,  60.1 °F,  -,  54.0 °F,80%,  29.63 in,  10.0 mi,South,  15.0 mph,  24.2 mph,N/A,	 ,Mostly Cloudy
2017-2-25,1:51 PM,  59.0 °F,  -,  54.0 °F,83%,  29.60 in,  10.0 mi,Variable,  5.8 mph,  20.7 mph,N/A,	 ,Overcast
2017-2-25,2:00 PM,  59.0 °F,  -,  54.0 °F,83%,  29.62 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-2-25,2:31 PM,  61.0 °F,  -,  55.0 °F,81%,  29.59 in,  10.0 mi,South,  8.1 mph,  -,N/A,	 ,Overcast
2017-2-25,2:51 PM,  62.1 °F,  -,  55.0 °F,78%,  29.55 in,  10.0 mi,SSE,  10.4 mph,  17.3 mph,N/A,	 ,Overcast
2017-2-25,3:18 PM,  62.1 °F,  -,  55.9 °F,80%,  29.54 in,  10.0 mi,Variable,  5.8 mph,  18.4 mph,N/A,	 ,Scattered Clouds
2017-2-25,3:26 PM,  62.1 °F,  -,  55.9 °F,80%,  29.52 in,  10.0 mi,South,  11.5 mph,  21.9 mph,N/A,	 ,Mostly Cloudy
2017-2-25,3:38 PM,  62.6 °F,  -,  55.4 °F,77%,  29.52 in,  10.0 mi,SSE,  10.4 mph,  21.9 mph,N/A,	 ,Scattered Clouds
2017-2-25,3:51 PM,  60.1 °F,  -,  55.0 °F,83%,  29.48 in,  10.0 mi,SSE,  11.5 mph,  24.2 mph,N/A,	 ,Partly Cloudy
2017-2-25,4:27 PM,  59.0 °F,  -,  55.0 °F,87%,  29.52 in,  10.0 mi,South,  10.4 mph,  17.3 mph,N/A,	 ,Mostly Cloudy
2017-2-25,4:33 PM,  57.9 °F,  -,  55.0 °F,90%,  29.51 in,  10.0 mi,South,  17.3 mph,  27.6 mph,N/A,	 ,Overcast
2017-2-25,4:51 PM,  57.0 °F,  -,  55.0 °F,93%,  29.48 in,  10.0 mi,South,  12.7 mph,  27.6 mph,N/A,	 ,Overcast
2017-2-25,5:51 PM,  57.0 °F,  -,  55.9 °F,96%,  29.48 in,  10.0 mi,South,  11.5 mph,  19.6 mph,N/A,	 ,Overcast
2017-2-25,6:34 PM,  57.2 °F,  -,  55.4 °F,94%,  29.55 in,  2.0 mi,West,  9.2 mph,  -,N/A,Rain,Light Rain
2017-2-25,6:39 PM,  57.9 °F,  -,  57.0 °F,97%,  29.58 in,  0.8 mi,North,  -,  -,  0.10 in,Rain,Heavy Rain
2017-2-25,6:49 PM,  55.4 °F,  -,  55.4 °F,100%,  29.56 in,  0.5 mi,Variable,  6.9 mph,  20.7 mph,  0.38 in,Fog	,Rain,Heavy Rain
2017-2-25,6:51 PM,  55.0 °F,  -,  55.0 °F,100%,  29.53 in,  0.8 mi,WNW,  6.9 mph,  20.7 mph,  0.40 in,Rain,Rain
2017-2-25,6:53 PM,  54.0 °F,  -,  54.0 °F,100%,  29.55 in,  1.2 mi,Variable,  5.8 mph,  20.7 mph,  0.00 in,Rain,Rain
2017-2-25,6:57 PM,  54.0 °F,  -,  53.1 °F,97%,  29.55 in,  2.0 mi,Variable,  4.6 mph,  -,  0.02 in,Rain,Heavy Rain
2017-2-25,7:04 PM,  53.1 °F,  -,  53.1 °F,100%,  29.55 in,  2.0 mi,West,  3.5 mph,  -,  0.05 in,Rain,Rain
2017-2-25,7:14 PM,  53.1 °F,  -,  52.0 °F,96%,  29.55 in,  8.0 mi,West,  5.8 mph,  16.1 mph,  0.07 in,Rain,Light Rain
2017-2-25,7:21 PM,  53.1 °F,  -,  52.0 °F,96%,  29.56 in,  10.0 mi,WNW,  8.1 mph,  -,  0.07 in,	 ,Overcast
2017-2-25,7:29 PM,  53.1 °F,  -,  52.0 °F,96%,  29.57 in,  10.0 mi,Variable,  5.8 mph,  -,  0.07 in,	 ,Overcast
2017-2-25,7:47 PM,  50.0 °F,  -,  44.6 °F,82%,  29.61 in,  3.0 mi,WNW,  11.5 mph,  27.6 mph,  0.10 in,Rain,Rain
2017-2-25,7:51 PM,  50.0 °F,  -,  45.0 °F,83%,  29.59 in,  4.0 mi,West,  6.9 mph,  27.6 mph,  0.11 in,Rain,Light Rain
2017-2-25,8:51 PM,  48.0 °F,  -,  43.0 °F,83%,  29.59 in,  6.0 mi,West,  8.1 mph,  -,  0.02 in,Rain,Light Rain
2017-2-25,9:51 PM,  48.0 °F,  -,  41.0 °F,77%,  29.60 in,  10.0 mi,Variable,  6.9 mph,  -,  0.01 in,	 ,Partly Cloudy
2017-2-25,10:44 PM,  46.9 °F,  -,  39.0 °F,74%,  29.65 in,  10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
2017-2-25,10:51 PM,  46.9 °F,  -,  39.0 °F,74%,  29.63 in,  10.0 mi,WNW,  8.1 mph,  16.1 mph,N/A,	 ,Overcast
2017-2-25,11:14 PM,  45.0 °F,  38.9 °F,  36.0 °F,71%,  29.65 in,  10.0 mi,NW,  12.7 mph,  21.9 mph,N/A,	 ,Scattered Clouds
2017-2-25,11:51 PM,  44.1 °F,  39.0 °F,  34.0 °F,68%,  29.66 in,  10.0 mi,WNW,  9.2 mph,  17.3 mph,N/A,	 ,Mostly Cloudy
